Dutch	3	75193059	3767
	1)	e	0	0	0.0
		1)	en	0	0	0.0
			1)	en_	1	2784511	0.026774488
			2)	ens	84	165116	0.0015876743
			3)	end	96	151690	0.0014585764
			4)	ent	102	143849	0.0013831812
			5)	ene	265	56218	5.4056465E-4
			6)	eni	284	52661	5.063623E-4
			7)	enk	367	41080	3.9500507E-4
			8)	eno	400	38541	3.705913E-4
			9)	enw	574	26858	2.5825333E-4
			10)	enl	596	25777	2.4785896E-4
			11)	eng	605	25483	2.45032E-4
			12)	enh	729	19954	1.9186785E-4
			13)	ena	792	17454	1.6782909E-4
			14)	enn	1046	10738	1.03251325E-4
			15)	enr	1118	9368	9.007808E-5
			16)	enb	1123	9299	8.9414614E-5
			17)	env	1259	7394	7.109707E-5
			18)	enz	1284	7057	6.785664E-5
			19)	enm	1468	5277	5.0741037E-5
			20)	enu	1609	4141	3.981782E-5
			21)	enp	2040	2116	2.0346415E-5
			22)	enc	2422	1186	1.1403993E-5
			23)	enf	3012	513	4.932756E-6
			24)	en”	3053	485	4.6635214E-6
		2)	et	0	0	0.0
			1)	et_	5	850538	0.008178355
			2)	ete	131	118246	0.0011369954
			3)	etr	272	54394	5.230259E-4
			4)	ett	663	22620	2.1750279E-4
			5)	ets	864	15282	1.4694419E-4
			6)	etg	866	15217	1.4631919E-4
			7)	eta	1003	11677	1.12280286E-4
			8)	eti	1319	6677	6.420275E-5
			9)	etw	1449	5443	5.233721E-5
			10)	eth	1571	4418	4.2481315E-5
			11)	eto	1629	4017	3.8625498E-5
			12)	etz	1861	2897	2.7856127E-5
			13)	etu	2029	2159	2.0759882E-5
			14)	etj	2390	1247	1.1990539E-5
			15)	etn	2477	1114	1.0711677E-5
			16)	etb	2554	982	9.4424295E-6
			17)	etv	3096	468	4.500058E-6
			18)	etm	3451	292	2.8077284E-6
			19)	etl	3599	243	2.3365685E-6
			20)	etk	3617	238	2.288491E-6
			21)	etc	3633	234	2.250029E-6
		3)	er	0	0	0.0
			1)	er_	9	540067	0.005193019
			2)	ere	54	230183	0.0022133265
			3)	ers	62	213020	0.0020482955
			4)	erk	119	129053	0.0012409101
			5)	erd	120	128263	0.0012333139
			6)	eri	146	105397	0.0010134457
			7)	erv	292	50980	4.901986E-4
			8)	erg	321	46266	4.448711E-4
			9)	ern	335	45085	4.3351518E-4
			10)	ert	342	44064	4.2369775E-4
			11)	era	347	43505	4.1832268E-4
			12)	erh	368	40997	3.94207E-4
			13)	erw	370	40863	3.929185E-4
			14)	erz	398	38660	3.7173554E-4
			15)	erb	407	38105	3.6639895E-4
			16)	erm	436	35711	3.4337942E-4
			17)	erl	453	34613	3.328216E-4
			18)	ero	495	32188	3.09504E-4
			19)	erp	570	27052	2.6011872E-4
			20)	err	738	19712	1.895409E-4
			21)	eru	985	12079	1.16145726E-4
			22)	erc	1788	3142	3.0211926E-5
			23)	erf	2009	2251	2.164451E-5
			24)	erj	2651	857	8.24049E-6
		4)	ee	0	0	0.0
			1)	een	17	435643	0.0041889288
			2)	eer	55	229151	0.0022034033
			3)	eel	152	101582	9.767625E-4
			4)	eef	198	79148	7.610482E-4
			5)	ee_	456	34110	3.2798498E-4
			6)	eed	485	32777	3.151675E-4
			7)	eem	644	23320	2.2423365E-4
			8)	ees	758	18705	1.7985808E-4
			9)	eek	1004	11674	1.12251444E-4
			10)	eet	1059	10342	9.944358E-5
			11)	eeg	1676	3791	3.645239E-5
			12)	eep	1873	2854	2.744266E-5
			13)	eeë	2131	1865	1.7932924E-5
			14)	eeu	2154	1779	1.710599E-5
			15)	eev	2618	899	8.6443415E-6
			16)	eeb	2782	711	6.836626E-6
			17)	eeh	3158	431	4.144284E-6
			18)	eew	3244	386	3.7115863E-6
		5)	el	0	0	0.0
			1)	eli	51	232303	0.0022337113
			2)	el_	77	177315	0.0017049739
			3)	ele	79	175119	0.0016838582
			4)	eld	177	91546	8.802613E-4
			5)	ell	239	64484	6.2004646E-4
			6)	ela	241	64062	6.159887E-4
			7)	elf	528	29881	2.87321E-4
			8)	els	536	29360	2.8231132E-4
			9)	elk	678	22012	2.1165657E-4
			10)	elo	770	18338	1.763292E-4
			11)	elt	922	13663	1.3137668E-4
			12)	elu	1426	5607	5.3914155E-5
			13)	elg	1519	4813	4.627944E-5
			14)	elp	1590	4256	4.09236E-5
			15)	eln	1636	3995	3.8413957E-5
			16)	elm	1867	2885	2.7740742E-5
			17)	elv	1904	2671	2.5683023E-5
			18)	elh	1954	2466	2.3711844E-5
			19)	elz	1991	2344	2.2538752E-5
			20)	elb	2096	1925	1.8509852E-5
			21)	elw	2215	1631	1.5682894E-5
			22)	elr	2464	1137	1.0932833E-5
			23)	elj	3061	480	4.615444E-6
		6)	ei	0	0	0.0
			1)	eid	82	172403	0.0016577424
			2)	eit	269	54945	5.283241E-4
			3)	ein	486	32703	3.1445597E-4
			4)	eil	647	23243	2.2349326E-4
			5)	eig	742	19524	1.8773318E-4
			6)	eik	1050	10592	1.01847465E-4
			7)	ei_	1105	9595	9.22608E-5
			8)	eis	1113	9476	9.1116555E-5
			9)	eie	1887	2764	2.6577265E-5
			10)	eiz	2248	1537	1.4779036E-5
			11)	eim	2590	930	8.942423E-6
			12)	eip	3087	471	4.5289044E-6
			13)	eiw	3358	337	3.2404262E-6
		7)	eg	0	0	0.0
			1)	ege	104	142844	0.0013735177
			2)	egi	374	40654	3.9090888E-4
			3)	ega	517	30540	2.9365762E-4
			4)	egr	586	26246	2.5236863E-4
			5)	egd	594	25923	2.492628E-4
			6)	egg	610	25308	2.4334928E-4
			7)	eg_	811	16991	1.633771E-4
			8)	egt	1518	4834	4.6481367E-5
			9)	ego	1796	3107	2.9875384E-5
			10)	egu	2138	1840	1.7692535E-5
			11)	egv	2525	1024	9.846281E-6
			12)	egl	2719	780	7.500096E-6
			13)	egn	3088	471	4.5289044E-6
			14)	egs	3415	309	2.971192E-6
			15)	egb	3581	250	2.403877E-6
			16)	egp	3584	249	2.3942616E-6
			17)	egm	3624	236	2.26926E-6
		8)	ed	0	0	0.0
			1)	ede	107	142006	0.0013654599
			2)	edi	360	41639	4.0038014E-4
			3)	ed_	397	38914	3.7417788E-4
			4)	edr	718	20396	1.9611791E-4
			5)	eds	724	20168	1.9392557E-4
			6)	eda	821	16711	1.6068475E-4
			7)	edu	1017	11341	1.0904948E-4
			8)	edo	1400	5925	5.6971887E-5
			9)	edt	1677	3785	3.63947E-5
			10)	edk	1720	3453	3.320235E-5
			11)	edg	1800	3095	2.9759998E-5
			12)	edw	2389	1251	1.2029001E-5
			13)	edz	2414	1201	1.1548225E-5
			14)	edd	2555	982	9.4424295E-6
			15)	edb	3392	317	3.048116E-6
		9)	es	0	0	0.0
			1)	est	123	124956	0.0012015154
			2)	es_	191	85159	8.1884704E-4
			3)	esc	426	36310	3.491391E-4
			4)	esl	532	29582	2.8444597E-4
			5)	esp	733	19866	1.9102168E-4
			6)	eso	1099	9690	9.3174276E-5
			7)	ess	1146	8991	8.645304E-5
			8)	ese	1222	7778	7.478942E-5
			9)	esu	1283	7064	6.792395E-5
			10)	esi	1440	5511	5.2991065E-5
			11)	esm	1988	2351	2.260606E-5
			12)	esk	2216	1629	1.5663663E-5
			13)	esv	2417	1195	1.1490532E-5
			14)	esd	2432	1169	1.1240529E-5
			15)	esb	2453	1147	1.10289875E-5
			16)	esa	2456	1145	1.1009757E-5
			17)	esy	2652	857	8.24049E-6
			18)	esn	2801	688	6.61547E-6
			19)	esr	3532	265	2.5481097E-6
		10)	ev	0	0	0.0
			1)	eve	127	121863	0.0011717747
			2)	evo	306	48528	4.666214E-4
			3)	eva	430	36034	3.4648523E-4
			4)	evr	640	23686	2.2775293E-4
			5)	evi	716	20569	1.977814E-4
			6)	evu	3071	477	4.5865972E-6
			7)	evl	3129	449	4.317363E-6
		11)	ez	0	0	0.0
			1)	eze	129	119973	0.0011536013
			2)	ezi	493	32268	3.1027323E-4
			3)	ezo	911	13962	1.3425172E-4
			4)	eza	1596	4229	4.0663985E-5
			5)	ezw	2156	1775	1.7067527E-5
			6)	ezu	3083	472	4.53852E-6
		12)	ec	0	0	0.0
			1)	ech	149	103010	9.904935E-4
			2)	ect	381	40067	3.8526458E-4
			3)	eco	587	26219	2.5210902E-4
			4)	eci	1063	10306	9.909743E-5
			5)	ece	1338	6504	6.2539264E-5
			6)	ecr	2023	2194	2.1096424E-5
			7)	ecu	2591	930	8.942423E-6
			8)	ecl	2769	722	6.942397E-6
			9)	ecy	2793	697	6.702009E-6
			10)	eca	2967	547	5.259683E-6
		13)	em	0	0	0.0
			1)	eme	154	101332	9.743587E-4
			2)	ema	531	29600	2.8461905E-4
			3)	em_	624	24547	2.3603188E-4
			4)	emm	736	19761	1.9001206E-4
			5)	emo	773	18134	1.7436763E-4
			6)	emi	808	17047	1.6391557E-4
			7)	emd	940	13072	1.2569393E-4
			8)	emb	1298	6880	6.6154695E-5
			9)	emt	1367	6181	5.9433456E-5
			10)	emp	2084	1971	1.8952167E-5
			11)	emv	2831	670	6.4423907E-6
			12)	emr	3260	377	3.6250467E-6
			13)	ems	3421	308	2.9615765E-6
			14)	emg	3537	264	2.538494E-6
		14)	ek	0	0	0.0
			1)	eke	164	95590	9.191464E-4
			2)	ek_	435	35725	3.4351402E-4
			3)	ekk	630	24183	2.3253183E-4
			4)	eko	637	23855	2.2937795E-4
			5)	ekt	918	13768	1.3238631E-4
			6)	eks	951	12719	1.2229965E-4
			7)	ekr	1680	3767	3.622162E-5
			8)	eki	1899	2695	2.5913794E-5
			9)	ekw	2236	1569	1.5086733E-5
			10)	eka	2374	1270	1.2211695E-5
			11)	ekl	2406	1219	1.1721305E-5
			12)	ekh	2869	622	5.9808463E-6
			13)	ekn	3222	397	3.8173566E-6
			14)	ekb	3401	314	3.0192696E-6
			15)	ekj	3628	235	2.2596444E-6
			16)	ekp	3732	208	2.0000257E-6
		15)	ef	0	0	0.0
			1)	eft	171	93579	8.9980965E-4
			2)	eff	684	21750	2.091373E-4
			3)	ef_	751	19109	1.8374274E-4
			4)	efe	1231	7652	7.357787E-5
			5)	efi	1457	5376	5.1692972E-5
			6)	efd	2010	2246	2.1596432E-5
			7)	efo	2104	1909	1.8356006E-5
			8)	efs	2557	978	9.403967E-6
			9)	efa	2914	588	5.653919E-6
			10)	efr	3375	328	3.1538866E-6
			11)	efu	3445	295	2.8365748E-6
			12)	efv	3452	292	2.8077284E-6
			13)	efp	3470	285	2.7404199E-6
			14)	efl	3567	255	2.4519545E-6
		16)	eb	0	0	0.0
			1)	ebb	225	69452	6.6781626E-4
			2)	ebr	510	30940	2.9750384E-4
			3)	ebi	700	21185	2.0370455E-4
			4)	eb_	750	19176	1.8438698E-4
			5)	eba	772	18234	1.7532917E-4
			6)	ebe	870	15195	1.4610765E-4
			7)	ebo	1323	6646	6.390467E-5
			8)	ebt	1914	2633	2.5317633E-5
			9)	ebl	1982	2371	2.279837E-5
			10)	ebu	2580	943	9.067424E-6
			11)	ebs	3523	268	2.5769561E-6
		17)	eu	0	0	0.0
			1)	eur	305	48777	4.6901565E-4
			2)	euw	506	31001	2.9809037E-4
			3)	eun	616	25047	2.4083964E-4
			4)	euz	1530	4762	4.578905E-5
			5)	eug	1540	4706	4.525058E-5
			6)	eu_	1581	4324	4.157746E-5
			7)	eus	1744	3361	3.2317723E-5
			8)	eub	2076	2011	1.9336787E-5
			9)	eut	2101	1915	1.8413699E-5
			10)	euk	2168	1753	1.6855985E-5
			11)	eui	2284	1457	1.4009795E-5
			12)	euv	2519	1032	9.923205E-6
			13)	eua	2966	547	5.259683E-6
			14)	eup	3251	381	3.6635086E-6
			15)	eue	3298	359	3.4519674E-6
			16)	euc	3439	298	2.8654215E-6
			17)	eud	3480	279	2.6827267E-6
			18)	euo	3564	256	2.4615701E-6
		18)	ew	0	0	0.0
			1)	ewe	556	27989	2.6912845E-4
			2)	ewo	1119	9353	8.993385E-5
			3)	ewi	1229	7679	7.383749E-5
			4)	ewa	1532	4747	4.5644818E-5
			5)	ewu	1847	2927	2.8144592E-5
		19)	ep	0	0	0.0
			1)	epa	590	26134	2.512917E-4
			2)	epe	687	21555	2.0726227E-4
			3)	ept	1200	8161	7.847216E-5
			4)	epr	1204	8110	7.798177E-5
			5)	ep_	1264	7346	7.063552E-5
			6)	epl	1515	4850	4.6635214E-5
			7)	eps	1967	2411	2.318299E-5
			8)	epu	2249	1533	1.4740574E-5
			9)	epp	2286	1455	1.3990564E-5
			10)	epo	2641	868	8.346261E-6
			11)	epi	2653	856	8.230875E-6
			12)	epg	2902	597	5.7404586E-6
			13)	epv	3501	273	2.6250339E-6
		20)	eh	0	0	0.0
			1)	eho	722	20293	1.951275E-4
			2)	eha	825	16613	1.5974244E-4
			3)	ehe	882	14921	1.43473E-4
			4)	ehu	2734	755	7.2597086E-6
			5)	ehi	3662	227	2.1827204E-6
		21)	ea	0	0	0.0
			1)	eau	1076	10093	9.704933E-5
			2)	eac	1084	9853	9.4741605E-5
			3)	eal	1556	4561	4.3856333E-5
			4)	ean	2006	2259	2.1721433E-5
			5)	eag	2142	1825	1.7548302E-5
			6)	eam	2430	1180	1.1346299E-5
			7)	eai	2628	887	8.528956E-6
			8)	ear	2854	642	6.173156E-6
			9)	eat	2883	610	5.86546E-6
			10)	eaa	2898	598	5.750074E-6
			11)	ea_	2929	577	5.5481482E-6
			12)	ead	3556	258	2.4808012E-6
			13)	eas	3620	237	2.2788754E-6
		22)	ex	0	0	0.0
			1)	ext	1318	6710	6.452006E-5
			2)	exp	1665	3844	3.6962014E-5
			3)	exi	1978	2381	2.2894525E-5
			4)	exc	2589	931	8.952038E-6
			5)	exe	2686	819	7.875101E-6
			6)	exa	3093	470	4.5192887E-6
			7)	ex_	3124	451	4.3365944E-6
		23)	eë	0	0	0.0
			1)	eën	1465	5321	5.116412E-5
			2)	eër	2021	2196	2.1115657E-5
			3)	eëe	2211	1642	1.5788664E-5
			4)	eëi	2309	1407	1.352902E-5
			5)	eël	2779	713	6.8558575E-6
			6)	eëv	3500	273	2.6250339E-6
			7)	eëx	3682	221	2.1250273E-6
		24)	eo	0	0	0.0
			1)	eoo	1612	4126	3.967359E-5
			2)	eor	1992	2336	2.2461827E-5
			3)	eop	2597	924	8.88473E-6
			4)	eog	2599	920	8.8462675E-6
			5)	eol	2617	903	8.682804E-6
			6)	eov	2662	845	8.125105E-6
			7)	eoe	2732	757	7.27894E-6
			8)	eon	3664	226	2.1731048E-6
		25)	eï	0	0	0.0
			1)	eïn	1642	3934	3.782741E-5
			2)	eïm	3442	297	2.8558059E-6
